Case,Region,Variable_French,Type,Year,Value,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2014,0,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2015,0,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2016,0,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2017,15.4176,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2018,15.4176,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2019,15.4176,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2020,15.4176,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2021,15.4176,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2022,7.5637,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2023,10.7786,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2024,7.919,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2025,9.671,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2026,9.671,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2027,9.671,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2028,9.671,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2029,3.9052,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2030,3.1981,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2031,2.8127,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2032,2.4317,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2033,1.7589,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2034,1.2993,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2035,0.701,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2036,0.6038,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2037,0.3765,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2038,0.1562,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2039,0.0183,,
Référence,Northwest Territories ,Gaz naturel,Combustible Principal,2040,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2005,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2006,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2007,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2008,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2009,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2010,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2011,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2012,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2013,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2014,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2015,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2016,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2017,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2018,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2019,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2020,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2021,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2022,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2023,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2024,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2025,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2026,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2027,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2028,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2029,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2030,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2031,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2032,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2033,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2034,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2035,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2036,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2037,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2038,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2039,0,,
Référence,Nunavut,Gaz naturel,Combustible Principal,2040,0,,
Référence,Ontario,Gaz naturel,Combustible Principal,2005,13282.59,,
Référence,Ontario,Gaz naturel,Combustible Principal,2006,11807.7,,
Référence,Ontario,Gaz naturel,Combustible Principal,2007,13530.81,,
Référence,Ontario,Gaz naturel,Combustible Principal,2008,11214.3,,
Référence,Ontario,Gaz naturel,Combustible Principal,2009,16317,,
Référence,Ontario,Gaz naturel,Combustible Principal,2010,16885.54,,
Référence,Ontario,Gaz naturel,Combustible Principal,2011,24281.59,,
Référence,Ontario,Gaz naturel,Combustible Principal,2012,23380.22,,
Référence,Ontario,Gaz naturel,Combustible Principal,2013,18653.16,,
Référence,Ontario,Gaz naturel,Combustible Principal,2014,15720.97,,
Référence,Ontario,Gaz naturel,Combustible Principal,2015,16654.97,,
Référence,Ontario,Gaz naturel,Combustible Principal,2016,14825.01,,
Référence,Ontario,Gaz naturel,Combustible Principal,2017,6895.47,,
Référence,Ontario,Gaz naturel,Combustible Principal,2018,7056.3,,
Référence,Ontario,Gaz naturel,Combustible Principal,2019,6415.598,,
Référence,Ontario,Gaz naturel,Combustible Principal,2020,7061.34,,
Référence,Ontario,Gaz naturel,Combustible Principal,2021,7044.794,,
Référence,Ontario,Gaz naturel,Combustible Principal,2022,11271.63,,
Référence,Ontario,Gaz naturel,Combustible Principal,2023,12564.95,,
Référence,Ontario,Gaz naturel,Combustible Principal,2024,9810.627,,
Référence,Ontario,Gaz naturel,Combustible Principal,2025,15640.73,,
Référence,Ontario,Gaz naturel,Combustible Principal,2026,12748.36,,
Référence,Ontario,Gaz naturel,Combustible Principal,2027,12434.2,,
Référence,Ontario,Gaz naturel,Combustible Principal,2028,13382.72,,
Référence,Ontario,Gaz naturel,Combustible Principal,2029,16112.66,,
Référence,Ontario,Gaz naturel,Combustible Principal,2030,13805.52,,
Référence,Ontario,Gaz naturel,Combustible Principal,2031,16369.34,,
Référence,Ontario,Gaz naturel,Combustible Principal,2032,13951.05,,
Référence,Ontario,Gaz naturel,Combustible Principal,2033,14395.57,,
Référence,Ontario,Gaz naturel,Combustible Principal,2034,12119.1,,
Référence,Ontario,Gaz naturel,Combustible Principal,2035,12672.02,,
Référence,Ontario,Gaz naturel,Combustible Principal,2036,15150.11,,
Référence,Ontario,Gaz naturel,Combustible Principal,2037,15770.11,,
Référence,Ontario,Gaz naturel,Combustible Principal,2038,16174.95,,
Référence,Ontario,Gaz naturel,Combustible Principal,2039,16464.05,,
Référence,Ontario,Gaz naturel,Combustible Principal,2040,16727.89,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2005,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2006,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2007,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2008,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2009,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2010,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2011,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2012,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2013,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2014,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2015,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2016,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2017,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2018,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2019,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2020,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2021,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2022,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2023,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2024,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2025,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2026,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2027,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2028,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2029,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2030,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2031,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2032,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2033,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2034,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2035,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2036,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2037,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2038,0,,
Référence,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2039,0,,
