Case,Region,Variable_French,Type,Year,Value,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2019,833.2573,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2020,388.3458,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2021,458.2177,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2022,417.3754,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2023,407.9427,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2024,1661.87,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2025,1586,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2026,1471.068,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2027,1460.064,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2028,1446.319,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2029,2100.971,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2030,1747.041,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2031,1822.883,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2032,1948.639,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2033,1939.166,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2034,1937.363,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2035,1174.573,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2036,1166.32,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2037,1130.09,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2038,1103.87,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2039,1221.587,,
Prix élevés,Nouvelle-écosse,Gaz naturel,Combustible Principal,2040,764.1518,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2005,142.353,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2006,142.353,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2007,115.3,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2008,143.3742,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2009,103.1987,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2010,31.4924,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2011,37.3442,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2012,20.2674,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2013,117.619,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2014,0,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2015,0,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2016,0,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2017,15.4176,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2018,15.4176,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2019,15.4176,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2020,15.4176,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2021,15.4176,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2022,7.5373,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2023,10.7786,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2024,7.919,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2025,9.671,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2026,9.671,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2027,9.671,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2028,9.671,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2029,3.5637,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2030,2.8731,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2031,2.4387,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2032,1.8703,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2033,1.2735,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2034,0.9013,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2035,0.4701,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2036,0.124,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2037,0.0534,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2038,0.0087,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2039,0,,
Prix élevés,Northwest Territories ,Gaz naturel,Combustible Principal,2040,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2005,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2006,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2007,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2008,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2009,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2010,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2011,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2012,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2013,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2014,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2015,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2016,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2017,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2018,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2019,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2020,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2021,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2022,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2023,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2024,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2025,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2026,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2027,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2028,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2029,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2030,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2031,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2032,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2033,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2034,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2035,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2036,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2037,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2038,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2039,0,,
Prix élevés,Nunavut,Gaz naturel,Combustible Principal,2040,0,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2005,13282.59,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2006,11807.7,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2007,13530.81,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2008,11214.3,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2009,16317,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2010,16885.54,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2011,24281.59,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2012,23380.22,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2013,18653.16,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2014,15720.97,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2015,16654.97,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2016,14825.01,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2017,9692.479,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2018,11785.76,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2019,10950.81,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2020,11345.41,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2021,10129.43,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2022,11071.05,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2023,12548.12,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2024,9587.497,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2025,14633.9,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2026,11720.64,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2027,11405.4,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2028,12106.43,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2029,14923.89,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2030,12555.23,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2031,15392.44,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2032,13031.4,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2033,13500.37,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2034,11275.63,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2035,11931.13,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2036,14490.96,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2037,15534.89,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2038,17144.03,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2039,17299.53,,
Prix élevés,Ontario,Gaz naturel,Combustible Principal,2040,17386.72,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2005,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2006,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2007,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2008,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2009,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2010,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2011,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2012,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2013,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2014,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2015,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2016,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2017,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2018,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2019,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2020,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2021,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2022,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2023,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2024,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2025,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2026,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2027,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2028,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2029,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2030,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2031,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2032,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2033,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2034,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2035,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2036,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2037,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2038,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2039,0,,
Prix élevés,Île-du-Prince-Édouard,Gaz naturel,Combustible Principal,2040,0,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2005,269,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2006,1326,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2007,3945,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2008,228,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2009,264,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2010,222.4,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2011,174.2407,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2012,185.0065,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2013,112.8436,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2014,156.5373,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2015,110.4,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2016,102.7,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2017,102.6996,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2018,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2019,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2020,102.7,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2021,102.7,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2022,102.6999,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2023,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2024,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2025,102.6999,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2026,102.7001,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2027,102.6999,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2028,102.6999,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2029,102.7,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2030,102.7,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2031,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2032,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2033,102.6998,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2034,102.6999,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2035,102.6999,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2036,102.7314,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2037,102.7472,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2038,102.7472,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2039,102.7472,,
Prix élevés,Québec,Gaz naturel,Combustible Principal,2040,102.7629,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2005,1896.283,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2006,2247.283,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2007,1869.283,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2008,3083.935,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2009,2763.792,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2010,2503.593,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2011,2678.787,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2012,3253.184,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2013,4493.73,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2014,6022.449,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2015,7358.52,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2016,8682.949,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2017,8569.03,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2018,8681.214,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2019,9478.823,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2020,9731.791,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2021,10320.58,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2022,12393.65,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2023,12955.54,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2024,13938.29,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2025,13921.61,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2026,15745.87,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2027,16164.52,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2028,20517.63,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2029,20453.07,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2030,20222.88,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2031,20470.52,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2032,20086.33,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2033,20323.73,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2034,20146,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2035,20266.48,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2036,19986.11,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2037,22234.54,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2038,21759.89,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2039,21579.79,,
Prix élevés,Saskatchewan,Gaz naturel,Combustible Principal,2040,21287.71,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2005,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2006,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2007,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2008,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2009,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2010,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2011,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2012,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2013,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2014,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2015,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2016,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2017,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2018,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2019,0.2181,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2020,0.1056,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2021,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2022,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2023,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2024,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2025,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2026,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2027,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2028,0.0303,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2029,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2030,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2031,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2032,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2033,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2034,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2035,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2036,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2037,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2038,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2039,0,,
Prix élevés,Yukon ,Gaz naturel,Combustible Principal,2040,0,,
Prix élevés,Canada,Pétrole,Combustible Principal,2005,10301.8601,,
Prix élevés,Canada,Pétrole,Combustible Principal,2006,9326.5661,,
Prix élevés,Canada,Pétrole,Combustible Principal,2007,10284.5424,,
Prix élevés,Canada,Pétrole,Combustible Principal,2008,7830.6387,,
Prix élevés,Canada,Pétrole,Combustible Principal,2009,8265.6681,,
Prix élevés,Canada,Pétrole,Combustible Principal,2010,5740.367,,
Prix élevés,Canada,Pétrole,Combustible Principal,2011,4764.388,,
Prix élevés,Canada,Pétrole,Combustible Principal,2012,4910.9188,,
Prix élevés,Canada,Pétrole,Combustible Principal,2013,5238.8742,,
Prix élevés,Canada,Pétrole,Combustible Principal,2014,6004.2102,,
Prix élevés,Canada,Pétrole,Combustible Principal,2015,4230.2186,,
Prix élevés,Canada,Pétrole,Combustible Principal,2016,4332.1485,,
Prix élevés,Canada,Pétrole,Combustible Principal,2017,2670.0188,,
Prix élevés,Canada,Pétrole,Combustible Principal,2018,2563.6228,,
Prix élevés,Canada,Pétrole,Combustible Principal,2019,2565.2102,,
Prix élevés,Canada,Pétrole,Combustible Principal,2020,1301.3588,,
Prix élevés,Canada,Pétrole,Combustible Principal,2021,1294.7822,,
Prix élevés,Canada,Pétrole,Combustible Principal,2022,1406.4908,,
Prix élevés,Canada,Pétrole,Combustible Principal,2023,1405.1435,,
Prix élevés,Canada,Pétrole,Combustible Principal,2024,1371.6458,,
Prix élevés,Canada,Pétrole,Combustible Principal,2025,1338.7856,,
Prix élevés,Canada,Pétrole,Combustible Principal,2026,1336.5959,,
Prix élevés,Canada,Pétrole,Combustible Principal,2027,1327.3458,,
Prix élevés,Canada,Pétrole,Combustible Principal,2028,1322.744,,
Prix élevés,Canada,Pétrole,Combustible Principal,2029,1310.4075,,
Prix élevés,Canada,Pétrole,Combustible Principal,2030,1298.3168,,
Prix élevés,Canada,Pétrole,Combustible Principal,2031,1307.917,,
Prix élevés,Canada,Pétrole,Combustible Principal,2032,1320.3231,,
Prix élevés,Canada,Pétrole,Combustible Principal,2033,1325.6281,,
Prix élevés,Canada,Pétrole,Combustible Principal,2034,1158.7976,,
Prix élevés,Canada,Pétrole,Combustible Principal,2035,1135.3893,,
Prix élevés,Canada,Pétrole,Combustible Principal,2036,1144.3797,,
Prix élevés,Canada,Pétrole,Combustible Principal,2037,1149.5682,,
Prix élevés,Canada,Pétrole,Combustible Principal,2038,1152.7305,,
Prix élevés,Canada,Pétrole,Combustible Principal,2039,1155.1539,,
Prix élevés,Canada,Pétrole,Combustible Principal,2040,1154.7258,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2005,509.4368,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2006,860.0758,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2007,922.0649,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2008,635.8699,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2009,14.148,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2010,26.5102,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2011,25.3992,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2012,28.9342,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2013,26.9964,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2014,78.4087,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2015,61.0262,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2016,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2017,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2018,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2019,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2020,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2021,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2022,24.0999,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2023,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2024,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2025,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2026,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2027,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2028,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2029,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2030,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2031,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2032,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2033,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2034,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2035,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2036,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2037,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2038,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2039,24.1,,
Prix élevés,Alberta,Pétrole,Combustible Principal,2040,24.1,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2005,91.056,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2006,35.556,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2007,91.556,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2008,94.568,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2009,111.112,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2010,107.104,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2011,91.712,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2012,46.184,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2013,289.3086,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2014,204,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2015,151.5,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2016,116,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2017,221.1212,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2018,221.1211,,
Prix élevés,Colombie-Britannique,Pétrole,Combustible Principal,2019,221.1211,,
