Case,Region,Variable_English,Type,Year,Value,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2018,259.5022,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2019,259.4807,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2020,259.4947,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2021,259.5042,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2022,299.6136,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2023,302.3315,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2024,295.3412,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2025,292.5724,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2026,290.8585,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2027,289.1716,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2028,287.5267,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2029,298.9042,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2030,295.7115,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2031,293.5328,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2032,291.3958,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2033,288.3943,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2034,287.0497,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2035,283.7308,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2036,280.5727,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2037,278.3683,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2038,276.043,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2039,272.408,,
High Price,Northwest Territories ,Hydro / Wave / Tidal,Primary Fuel,2040,270.1449,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2005,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2006,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2007,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2008,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2009,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2010,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2011,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2012,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2013,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2014,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2015,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2016,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2017,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2018,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2019,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2020,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2021,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2022,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2023,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2024,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2025,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2026,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2027,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2028,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2029,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2030,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2031,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2032,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2033,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2034,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2035,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2036,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2037,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2038,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2039,0,,
High Price,Nunavut,Hydro / Wave / Tidal,Primary Fuel,2040,0,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2005,35480,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2006,36031.99,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2007,34315,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2008,39614.99,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2009,39685.01,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2010,32555,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2011,34907,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2012,33887,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2013,37936,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2014,39199.48,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2015,35043.46,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2016,33856.66,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2017,35022.12,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2018,35022.16,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2019,35201.25,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2020,35201.32,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2021,35380.39,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2022,35380.41,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2023,35575.13,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2024,35559.44,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2025,35754.18,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2026,35754.18,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2027,35933.24,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2028,35914.25,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2029,36112.3,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2030,36093.46,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2031,36291.36,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2032,36272.7,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2033,36541.3,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2034,36541.38,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2035,36720.53,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2036,36718.55,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2037,36987.15,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2038,36987.18,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2039,37166.23,,
High Price,Ontario,Hydro / Wave / Tidal,Primary Fuel,2040,37166.27,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2005,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2006,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2007,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2008,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2009,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2010,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2011,0,,
High Price,Prince Edward Island,Hydro / Wave / Tidal,Primary Fuel,2012,0,,
